Miejscowość;Ulica;Zużycie;Liczba osób;Średnie miesięczne zużycie
LATCHORZEW	;LWOWSKA	;34;4;2,83
LATCHORZEW	;MIŁOSZA;185;2;7,71
LATCHORZEW	;ODDZ. DZIECI WARSZAWY 	;180;1;15,00
LATCHORZEW	;ODDZ. DZIECI WARSZAWY 	;179;2;7,46
LATCHORZEW	;ODDZ. DZIECI WARSZAWY 	;53;2;2,21
LATCHORZEW	;ODDZ. DZIECI WARSZAWY 	;13;1;1,08
LATCHORZEW	;OLIMPIJSKA	;;66;
LATCHORZEW	;OLIMPIJSKA	;;25;0,00
LATCHORZEW	;OLIMPIJSKA	;;11;0,00
LATCHORZEW	;ORŁA BIAŁEGO	;246;33;3,73
LATCHORZEW	;ORŁA BIAŁEGO	;1815;27;5,60
LATCHORZEW	;ORŁA BIAŁEGO	;2143;78;27,47
LATCHORZEW	;ORŁA BIAŁEGO	;2010;83;2,02
LATCHORZEW	;ORŁA BIAŁEGO	;1298;25;4,33
LATCHORZEW	;ORŁA BIAŁEGO	;;4;0,00
LATCHORZEW	;ORŁA BIAŁEGO	;;4;0,00
LATCHORZEW	;ORŁA BIAŁEGO	;;4;0,00
LATCHORZEW	;ORŁA BIAŁEGO	;;4;0,00
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;3;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;4;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;3;
LATCHORZEW	;ORŁA BIAŁEGO	;;3;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;4;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;4;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;4;
LATCHORZEW	;ORŁA BIAŁEGO	;;2;
LATCHORZEW	;ORŁA BIAŁEGO	;;1;
LATCHORZEW	;ORŁA BIAŁEGO	;338;40;0,70
LATCHORZEW	;PADLEWSKIEGO	;204;2;8,50
LATCHORZEW	;PADLEWSKIEGO	;178;2;7,42
LATCHORZEW	;PADLEWSKIEGO	;141;2;5,88
LATCHORZEW	;PADLEWSKIEGO	;70;1;5,83
LATCHORZEW	;PADLEWSKIEGO	;137;2;5,71
LATCHORZEW	;PADLEWSKIEGO	;126;2;5,25
LATCHORZEW	;PADLEWSKIEGO	;60;1;5,00
LATCHORZEW	;PADLEWSKIEGO	;119;2;4,96
LATCHORZEW	;PADLEWSKIEGO	;91;2;3,79
LATCHORZEW	;PADLEWSKIEGO	;89;2;3,71
LATCHORZEW	;PADLEWSKIEGO	;40;1;3,33
LATCHORZEW	;PADLEWSKIEGO	;;4;
LATCHORZEW	;PADLEWSKIEGO	;68;2;2,83
LATCHORZEW	;PADLEWSKIEGO	;47;2;2,14
LATCHORZEW	;PADLEWSKIEGO	;47;2;1,96
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;215;2;8,96
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;99;1;8,25
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;83;1;6,92
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;78;1;6,50
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;144;2;6,00
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;194;3;5,39
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;117;2;4,88
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;142;3;3,94
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;92;2;3,83
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;237;6;3,29
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;152;4;3,17
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;183;5;3,05
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;71;2;2,96
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;34;1;2,83
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;32;1;2,67
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;64;2;2,67
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;61;2;2,54
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;120;4;2,50
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;58;2;2,42
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;50;2;2,08
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;75;3;2,08
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;42;2;1,75
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;47;4;1,68
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;20;1;1,67
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;1;2;0,50
LATCHORZEW	;POWSTAŃCÓW STYCZNIOWYCH	;13;4;0,27
LATCHORZEW	;PRUSA	;100;2;4,17
LATCHORZEW	;PRUSA	;62;2;2,58
LATCHORZEW	;PRUSA	;72;3;2,00
LATCHORZEW	;REYMONTA	;1486;7;17,69
LATCHORZEW	;REYMONTA	;259;2;12,95
LATCHORZEW	;REYMONTA	;448;4;9,33
LATCHORZEW	;REYMONTA	;88;1;7,33
LATCHORZEW	;REYMONTA	;163;2;6,79
LATCHORZEW	;REYMONTA	;375;5;6,25
LATCHORZEW	;REYMONTA	;94;2;5,88
LATCHORZEW	;REYMONTA	;211;3;5,86
LATCHORZEW	;REYMONTA	;69;1;5,75
LATCHORZEW	;REYMONTA	;68;1;5,67
LATCHORZEW	;REYMONTA	;132;2;5,50
LATCHORZEW	;REYMONTA	;234;4;4,88
LATCHORZEW	;REYMONTA	;87;2;3,63
LATCHORZEW	;REYMONTA	;163;4;3,40
LATCHORZEW	;REYMONTA	;40;1;3,33
LATCHORZEW	;REYMONTA	;39;1;3,25
LATCHORZEW	;REYMONTA	;102;3;2,83
LATCHORZEW	;REYMONTA	;136;4;2,83
LATCHORZEW	;REYMONTA	;134;4;2,79
LATCHORZEW	;REYMONTA	;;3;
LATCHORZEW	;REYMONTA	;90;3;2,50
LATCHORZEW	;REYMONTA	;54;2;2,25
LATCHORZEW	;REYMONTA	;33;2;1,38
LATCHORZEW	;REYMONTA	;40;4;0,83
LATCHORZEW	;REYMONTA	;29;4;0,60
LATCHORZEW	;SZARYCH SZEREGÓW	;500;1;41,67
LATCHORZEW	;SZARYCH SZEREGÓW	;208;2;20,80
LATCHORZEW	;SZARYCH SZEREGÓW	;231;2;9,63
LATCHORZEW	;SZARYCH SZEREGÓW	;167;2;6,96
LATCHORZEW	;SZARYCH SZEREGÓW	;;3;
LATCHORZEW	;SZARYCH SZEREGÓW	;;2;
LATCHORZEW	;SZARYCH SZEREGÓW	;;2;
LATCHORZEW	;SZARYCH SZEREGÓW	;;2;
LATCHORZEW	;SZARYCH SZEREGÓW	;;1;
LATCHORZEW	;SZARYCH SZEREGÓW	;;1;
LATCHORZEW	;SZARYCH SZEREGÓW	;;1;
LATCHORZEW	;SZARYCH SZEREGÓW	;;4;
LATCHORZEW	;SZARYCH SZEREGÓW	;;2;
LATCHORZEW	;SZARYCH SZEREGÓW	;3;1;0,25
LATCHORZEW	;SZELIGOWSKA	;126;1;10,50
LATCHORZEW	;SZELIGOWSKA	;81;3;2,25
LATCHORZEW	;SZELIGOWSKA	;9;1;0,75
LATCHORZEW	;WARSZAWSKA	;91;2;45,50
LATCHORZEW	;WARSZAWSKA	;335;1;27,92
LATCHORZEW	;WARSZAWSKA	;114;2;14,25
LATCHORZEW	;WARSZAWSKA	;142;1;11,83
LATCHORZEW	;WARSZAWSKA	;267;8;11,13
LATCHORZEW	;WARSZAWSKA	;205;2;8,54
LATCHORZEW	;WARSZAWSKA	;201;2;8,38
LATCHORZEW	;WARSZAWSKA	;187;2;7,79
LATCHORZEW	;WARSZAWSKA	;187;2;7,79
LATCHORZEW	;WARSZAWSKA	;93;1;7,75
LATCHORZEW	;WARSZAWSKA	;91;1;7,58
LATCHORZEW	;WARSZAWSKA	;91;1;7,58
LATCHORZEW	;WARSZAWSKA	;85;3;7,08
LATCHORZEW	;WARSZAWSKA	;155;2;6,46
LATCHORZEW	;WARSZAWSKA	;209;3;5,81
LATCHORZEW	;WARSZAWSKA	;187;3;5,19
LATCHORZEW	;WARSZAWSKA	;57;1;4,75
LATCHORZEW	;WARSZAWSKA	;168;3;4,67
LATCHORZEW	;WARSZAWSKA	;143;3;4,33
LATCHORZEW	;WARSZAWSKA	;99;2;4,13
LATCHORZEW	;WARSZAWSKA	;147;3;4,08
LATCHORZEW	;WARSZAWSKA	;89;2;3,71
LATCHORZEW	;WARSZAWSKA	;214;5;3,57
LATCHORZEW	;WARSZAWSKA	;56;2;3,50
LATCHORZEW	;WARSZAWSKA	;41;1;3,42
LATCHORZEW	;WARSZAWSKA	;205;5;3,42
LATCHORZEW	;WARSZAWSKA	;75;2;3,41
LATCHORZEW	;WARSZAWSKA	;80;2;3,33
LATCHORZEW	;WARSZAWSKA	;196;5;3,27
LATCHORZEW	;WARSZAWSKA	;193;5;3,22
LATCHORZEW	;WARSZAWSKA	;193;5;3,22
LATCHORZEW	;WARSZAWSKA	;74;2;3,08
LATCHORZEW	;WARSZAWSKA	;35;1;2,92
LATCHORZEW	;WARSZAWSKA	;105;3;2,92
LATCHORZEW	;WARSZAWSKA	;201;6;2,79
LATCHORZEW	;WARSZAWSKA	;201;6;2,79
LATCHORZEW	;WARSZAWSKA	;159;5;2,65
LATCHORZEW	;WARSZAWSKA	;126;4;2,63
LATCHORZEW	;WARSZAWSKA	;63;2;2,63
LATCHORZEW	;WARSZAWSKA	;124;4;2,58
LATCHORZEW	;WARSZAWSKA	;93;3;2,58
LATCHORZEW	;WARSZAWSKA	;183;6;2,54
LATCHORZEW	;WARSZAWSKA	;57;2;2,38
LATCHORZEW	;WARSZAWSKA	;28;1;2,33
LATCHORZEW	;WARSZAWSKA	;27;1;2,25
LATCHORZEW	;WARSZAWSKA	;135;5;2,25
LATCHORZEW	;WARSZAWSKA	;25;1;2,08
LATCHORZEW	;WARSZAWSKA	;99;4;2,06
LATCHORZEW	;WARSZAWSKA	;49;2;2,04
LATCHORZEW	;WARSZAWSKA	;69;3;1,92
LATCHORZEW	;WARSZAWSKA	;91;4;1,90
LATCHORZEW	;WARSZAWSKA	;8;3;0,67
LATCHORZEW	;WARSZAWSKA	;64;3;1,78
LATCHORZEW	;WARSZAWSKA	;64;3;1,78
LATCHORZEW	;WARSZAWSKA	;41;2;1,71
LATCHORZEW	;WARSZAWSKA	;61;3;1,69
LATCHORZEW	;WARSZAWSKA	;20;1;1,67
LATCHORZEW	;WARSZAWSKA	;18;1;1,64
LATCHORZEW	;WARSZAWSKA	;;4;
LATCHORZEW	;WARSZAWSKA	;104;5;5,20
LATCHORZEW	;WARSZAWSKA	;;2;
LATCHORZEW	;WARSZAWSKA	;71;4;1,48
LATCHORZEW	;WARSZAWSKA	;27;2;1,13
LATCHORZEW	;WARSZAWSKA	;12;1;1,00
LATCHORZEW	;WARSZAWSKA	;29;3;0,81
LATCHORZEW	;WARSZAWSKA	;7;3;0,78
LATCHORZEW	;WARSZAWSKA	;7;1;0,58
LATCHORZEW	;WARSZAWSKA	;11;2;0,46
LATCHORZEW	;WÓJCICKIEGO	;177;2;29,50
LATCHORZEW	;WÓJCICKIEGO	;123;1;10,25
LATCHORZEW	;WÓJCICKIEGO	;112;1;9,33
LATCHORZEW	;WÓJCICKIEGO	;212;2;8,83
LATCHORZEW	;WÓJCICKIEGO	;141;4;8,81
LATCHORZEW	;WÓJCICKIEGO	;92;1;7,67
LATCHORZEW	;WÓJCICKIEGO	;90;1;7,50
LATCHORZEW	;WÓJCICKIEGO	;94;2;3,92
LATCHORZEW	;WÓJCICKIEGO	;92;2;3,83
LATCHORZEW	;WÓJCICKIEGO	;81;2;3,38
LATCHORZEW	;WÓJCICKIEGO	;75;2;3,13
LATCHORZEW	;WÓJCICKIEGO	;88;4;2,44
LATCHORZEW	;WÓJCICKIEGO	;53;2;2,21
LATCHORZEW	;WÓJCICKIEGO	;23;1;1,92
LATCHORZEW	;WÓJCICKIEGO	;25;2;1,04
LATCHORZEW	;ZAJĄCA;102;4;2,13
LATCHORZEW	;ZAJĄCA;48;2;2,00
LATCHORZEW	;ZANA ;322;4;6,71
LATCHORZEW	;ZANA ;126;2;5,25
LATCHORZEW	;ZANA	;60;1;30,00
LATCHORZEW	;ZANA	;178;3;4,94
LATCHORZEW	;ZANA	;153;3;4,25
LATCHORZEW	;ZANA	;244;5;4,07
LATCHORZEW	;ZANA	;93;2;3,88
LATCHORZEW	;ZANA	;167;4;3,48
LATCHORZEW	;ZANA	;35;4;0,73
LATCHORZEW	;ZANA	;9;2;0,38
LATCHORZEW	;ZANA	;;2;
LIPKÓW	;AKACJOWA	;474;5;7,90
LIPKÓW	;AKACJOWA	;283;4;5,90
LIPKÓW	;AKACJOWA	;138;3;4,18
LIPKÓW	;AKACJOWA	;49;1;4,08
LIPKÓW	;AKACJOWA	;193;5;3,22
LIPKÓW	;AKACJOWA	;105;3;2,92
LIPKÓW	;AKACJOWA	;121;4;2,75
LIPKÓW	;AKACJOWA	;126;4;2,63
LIPKÓW	;AKACJOWA	;126;4;2,63
LIPKÓW	;AKACJOWA	;116;4;2,42
LIPKÓW	;AKACJOWA	;91;4;1,90
LIPKÓW	;AKACJOWA	;42;3;1,17
LIPKÓW	;CHARŁAMPA	;;1;
LIPKÓW	;CHARŁAMPA	;;1;0,00
LIPKÓW	;CHARŁAMPA	;;2;0,00
LIPKÓW	;CHARŁAMPA	;;6;0,00
LIPKÓW	;CHARŁAMPA	;;2;0,00
LIPKÓW	;CHARŁAMPA	;;4;0,00
LIPKÓW	;CHARŁAMPA	;;3;0,00
LIPKÓW	;HETMAŃSKA	;292;3;8,11
LIPKÓW	;HETMAŃSKA	;286;3;7,94
LIPKÓW	;HETMAŃSKA	;352;4;7,33
LIPKÓW	;HETMAŃSKA	;83;1;6,92
LIPKÓW	;HETMAŃSKA	;75;1;6,25
LIPKÓW	;HETMAŃSKA	;288;4;6,00
LIPKÓW	;HETMAŃSKA	;44;4;2,75
LIPKÓW	;HETMAŃSKA	;190;3;5,28
LIPKÓW	;HETMAŃSKA	;180;3;5,00
LIPKÓW	;HETMAŃSKA	;70;4;4,38
LIPKÓW	;HETMAŃSKA	;99;2;4,13
LIPKÓW	;HETMAŃSKA	;146;3;4,06
LIPKÓW	;HETMAŃSKA	;188;4;3,92
LIPKÓW	;HETMAŃSKA	;181;4;3,77
LIPKÓW	;HETMAŃSKA	;67;2;2,79
LIPKÓW	;HETMAŃSKA	;119;4;2,48
LIPKÓW	;HETMAŃSKA	;116;4;2,42
LIPKÓW	;HETMAŃSKA	;101;4;2,10
LIPKÓW	;HETMAŃSKA	;96;4;2,00
LIPKÓW	;HETMAŃSKA	;70;3;1,94
LIPKÓW	;HETMAŃSKA	;65;3;1,81
LIPKÓW	;HETMAŃSKA	;12;1;1,71
LIPKÓW	;HETMAŃSKA	;71;4;1,48
LIPKÓW	;HETMAŃSKA	;50;3;1,39
LIPKÓW	;HETMAŃSKA	;31;2;1,29
LIPKÓW	;HETMAŃSKA	;14;1;1,17
LIPKÓW	;HETMAŃSKA	;32;4;0,67
LIPKÓW	;HETMAŃSKA	;27;4;0,56
LIPKÓW	;HETMAŃSKA	;11;2;0,46
LIPKÓW	;HETMAŃSKA	;17;4;0,35
LIPKÓW	;HETMAŃSKA	;4;4;0,08
LIPKÓW	;HUSARSKA	;347;1;57,83
LIPKÓW	;HUSARSKA	;163;1;13,58
LIPKÓW	;HUSARSKA	;288;2;12,00
LIPKÓW	;HUSARSKA	;440;4;9,17
LIPKÓW	;HUSARSKA	;167;2;6,96
LIPKÓW	;HUSARSKA	;77;1;6,42
LIPKÓW	;HUSARSKA	;;4;
LIPKÓW	;HUSARSKA	;183;3;5,08
LIPKÓW	;HUSARSKA	;120;2;5,00
LIPKÓW	;HUSARSKA	;108;2;4,50
LIPKÓW	;HUSARSKA	;157;3;4,36
LIPKÓW	;HUSARSKA	;88;2;3,67
LIPKÓW	;HUSARSKA	;121;3;3,36
LIPKÓW	;HUSARSKA	;147;4;3,06
LIPKÓW	;HUSARSKA	;107;3;2,97
LIPKÓW	;HUSARSKA	;136;4;2,83
LIPKÓW	;HUSARSKA	;66;2;2,75
LIPKÓW	;HUSARSKA	;96;3;2,67
LIPKÓW	;HUSARSKA	;85;3;2,36
LIPKÓW	;HUSARSKA	;90;4;1,88
LIPKÓW	;HUSARSKA	;-116;4;-2,42
LIPKÓW	;IZABELIŃSKA	;;2;
LIPKÓW	;IZABELIŃSKA	;;1;
LIPKÓW	;IZABELIŃSKA	;;4;
LIPKÓW	;IZABELIŃSKA	;;2;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;442;2;18,42
LIPKÓW	;JAKUBOWICZA	;56;1;14,00
LIPKÓW	;JAKUBOWICZA	;138;2;13,80
LIPKÓW	;JAKUBOWICZA	;285;2;11,88
LIPKÓW	;JAKUBOWICZA	;116;1;9,67
LIPKÓW	;JAKUBOWICZA	;229;2;9,54
LIPKÓW	;JAKUBOWICZA	;103;1;8,58
LIPKÓW	;JAKUBOWICZA	;297;3;8,25
LIPKÓW	;JAKUBOWICZA	;88;3;7,33
LIPKÓW	;JAKUBOWICZA	;86;1;7,17
LIPKÓW	;JAKUBOWICZA	;86;1;7,17
LIPKÓW	;JAKUBOWICZA	;325;4;6,77
LIPKÓW	;JAKUBOWICZA	;161;2;6,71
LIPKÓW	;JAKUBOWICZA	;241;3;6,69
LIPKÓW	;JAKUBOWICZA	;241;3;6,69
LIPKÓW	;JAKUBOWICZA	;235;3;6,53
LIPKÓW	;JAKUBOWICZA	;100;2;6,25
LIPKÓW	;JAKUBOWICZA	;148;2;6,17
LIPKÓW	;JAKUBOWICZA	;220;3;6,11
LIPKÓW	;JAKUBOWICZA	;71;1;5,92
LIPKÓW	;JAKUBOWICZA	;71;1;5,92
LIPKÓW	;JAKUBOWICZA	;141;2;5,88
LIPKÓW	;JAKUBOWICZA	;110;5;5,50
LIPKÓW	;JAKUBOWICZA	;98;2;5,44
LIPKÓW	;JAKUBOWICZA	;127;2;5,29
LIPKÓW	;JAKUBOWICZA	;118;8;3,69
LIPKÓW	;JAKUBOWICZA	;34;4;2,13
LIPKÓW	;JAKUBOWICZA	;18;2;2,25
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;250;4;5,21
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;187;3;5,19
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;184;3;5,11
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;124;2;5,17
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;183;3;5,08
LIPKÓW	;JAKUBOWICZA	;61;1;5,08
LIPKÓW	;JAKUBOWICZA	;181;3;5,03
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;5;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;1;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;171;5;4,89
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;5;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;117;2;4,88
LIPKÓW	;JAKUBOWICZA	;;3;
LIPKÓW	;JAKUBOWICZA	;;2;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;;4;
LIPKÓW	;JAKUBOWICZA	;175;3;4,86
LIPKÓW	;JAKUBOWICZA	;116;2;4,83
LIPKÓW	;JAKUBOWICZA	;229;4;4,77
LIPKÓW	;JAKUBOWICZA	;229;4;4,77
LIPKÓW	;JAKUBOWICZA	;57;1;4,75
LIPKÓW	;JAKUBOWICZA	;113;2;4,71
LIPKÓW	;JAKUBOWICZA	;14;1;4,67
LIPKÓW	;JAKUBOWICZA	;168;3;4,67
LIPKÓW	;JAKUBOWICZA	;222;4;4,63
LIPKÓW	;JAKUBOWICZA	;110;2;4,58
LIPKÓW	;JAKUBOWICZA	;109;2;4,54
LIPKÓW	;JAKUBOWICZA	;217;4;4,52
LIPKÓW	;JAKUBOWICZA	;162;3;4,50
LIPKÓW	;JAKUBOWICZA	;105;2;4,38
LIPKÓW	;JAKUBOWICZA	;105;2;4,38
LIPKÓW	;JAKUBOWICZA	;260;5;4,33
LIPKÓW	;JAKUBOWICZA	;78;2;4,33
LIPKÓW	;JAKUBOWICZA	;155;3;4,31
LIPKÓW	;JAKUBOWICZA	;152;3;4,22
LIPKÓW	;JAKUBOWICZA	;101;2;4,21
LIPKÓW	;JAKUBOWICZA	;101;2;4,21
LIPKÓW	;JAKUBOWICZA	;101;2;4,21
LIPKÓW	;JAKUBOWICZA	;50;1;4,17
LIPKÓW	;JAKUBOWICZA	;99;2;4,13
LIPKÓW	;JAKUBOWICZA	;147;3;4,08
LIPKÓW	;JAKUBOWICZA	;98;2;4,08
LIPKÓW	;JAKUBOWICZA	;49;1;4,08
LIPKÓW	;JAKUBOWICZA	;98;2;4,08
LIPKÓW	;JAKUBOWICZA	;97;2;4,04
LIPKÓW	;JAKUBOWICZA	;145;3;4,03
LIPKÓW	;JAKUBOWICZA	;190;4;3,96
LIPKÓW	;JAKUBOWICZA	;284;6;3,94
LIPKÓW	;JAKUBOWICZA	;235;5;3,92
LIPKÓW	;JAKUBOWICZA	;93;2;3,88
LIPKÓW	;JAKUBOWICZA	;46;1;3,83
LIPKÓW	;JAKUBOWICZA	;184;4;3,83
LIPKÓW	;JAKUBOWICZA	;92;2;3,83
LIPKÓW	;JAKUBOWICZA	;184;4;3,83
LIPKÓW	;JAKUBOWICZA	;137;3;3,81
LIPKÓW	;JAKUBOWICZA	;90;2;3,75
LIPKÓW	;JAKUBOWICZA	;134;3;3,72
LIPKÓW	;JAKUBOWICZA	;89;2;3,71
LIPKÓW	;JAKUBOWICZA	;133;3;3,69
LIPKÓW	;JAKUBOWICZA	;219;5;3,65
LIPKÓW	;JAKUBOWICZA	;256;6;3,56
LIPKÓW	;JAKUBOWICZA	;85;2;3,54
LIPKÓW	;JAKUBOWICZA	;204;5;3,40
LIPKÓW	;JAKUBOWICZA	;34;2;3,40
LIPKÓW	;JAKUBOWICZA	;122;3;3,39
LIPKÓW	;JAKUBOWICZA	;122;3;3,39
LIPKÓW	;JAKUBOWICZA	;81;2;3,38
LIPKÓW	;JAKUBOWICZA	;40;1;3,33
LIPKÓW	;JAKUBOWICZA	;160;4;3,33
LIPKÓW	;JAKUBOWICZA	;120;3;3,33
LIPKÓW	;JAKUBOWICZA	;155;4;3,23
LIPKÓW	;JAKUBOWICZA	;152;4;3,17
LIPKÓW	;JAKUBOWICZA	;151;4;3,15
LIPKÓW	;JAKUBOWICZA	;112;3;3,11
LIPKÓW	;JAKUBOWICZA	;149;4;3,10
LIPKÓW	;JAKUBOWICZA	;105;3;2,92
LIPKÓW	;JAKUBOWICZA	;105;3;2,92
LIPKÓW	;JAKUBOWICZA	;34;1;2,83
LIPKÓW	;JAKUBOWICZA	;136;4;2,83
LIPKÓW	;JAKUBOWICZA	;67;2;2,79
LIPKÓW	;JAKUBOWICZA	;99;3;2,75
LIPKÓW	;JAKUBOWICZA	;99;3;2,75
LIPKÓW	;JAKUBOWICZA	;65;2;2,71
LIPKÓW	;JAKUBOWICZA	;157;5;2,62
LIPKÓW	;JAKUBOWICZA	;62;2;2,58
LIPKÓW	;JAKUBOWICZA	;123;4;2,56
LIPKÓW	;JAKUBOWICZA	;123;4;2,56
LIPKÓW	;JAKUBOWICZA	;89;3;2,47
LIPKÓW	;JAKUBOWICZA	;117;4;2,44
LIPKÓW	;JAKUBOWICZA	;117;4;2,44
LIPKÓW	;JAKUBOWICZA	;58;2;2,42
LIPKÓW	;JAKUBOWICZA	;29;1;2,42
LIPKÓW	;JAKUBOWICZA	;115;4;2,40
LIPKÓW	;JAKUBOWICZA	;85;3;2,36
LIPKÓW	;JAKUBOWICZA	;168;6;2,33
LIPKÓW	;JAKUBOWICZA	;167;6;2,32
LIPKÓW	;JAKUBOWICZA	;164;6;2,28
LIPKÓW	;JAKUBOWICZA	;135;5;2,25
LIPKÓW	;JAKUBOWICZA	;54;2;2,25
LIPKÓW	;JAKUBOWICZA	;126;5;2,10
LIPKÓW	;JAKUBOWICZA	;50;2;2,08
LIPKÓW	;JAKUBOWICZA	;124;5;2,07
LIPKÓW	;JAKUBOWICZA	;74;3;2,06
LIPKÓW	;JAKUBOWICZA	;48;2;2,00
LIPKÓW	;JAKUBOWICZA	;24;1;2,00
LIPKÓW	;JAKUBOWICZA	;95;4;1,98
LIPKÓW	;JAKUBOWICZA	;45;2;1,88
LIPKÓW	;JAKUBOWICZA	;22;1;1,83
LIPKÓW	;JAKUBOWICZA	;43;2;1,79
